Bulbasaur,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
Sneasel,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,14,27.5,1496,112,1
2,2,14,14,27.5,1499,112,0.999
3,0,11,14,28,1496,113,0.9965
4,2,15,13,27.5,1499,111,0.9963
5,1,10,14,28,1499,113,0.9954
6,0,15,10,28,1496,110,0.9948
7,0,15,15,27.5,1493,112,0.9947
8,0,15,14,27.5,1488,112,0.9947
9,0,12,13,28,1496,112,0.994
10,1,14,10,28,1499,110,0.9938
11,1,14,15,27.5,1496,112,0.9938
12,1,14,14,27.5,1491,112,0.9938
13,5,15,14,27,1500,111,0.9935
14,1,11,13,28,1500,112,0.9929
15,2,13,15,27.5,1499,112,0.9928
16,2,13,14,27.5,1495,112,0.9928
17,3,12,14,27.5,1498,112,0.9917
18,0,13,12,28,1496,111,0.9913
19,1,15,13,27.5,1491,111,0.9911
20,1,15,9,28,1499,109,0.9909
4096,15,2,1,27.5,1476,102,0.8989
,,,,,,,
Teddiursa,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1328,134,1
2,14,15,15,40,1320,134,0.9936
3,15,15,14,40,1324,133,0.9925
4,15,14,15,40,1322,134,0.9907
5,13,15,15,40,1311,134,0.9873
6,14,15,14,40,1316,133,0.9862
7,15,15,15,39.5,1319,133,0.9855
8,15,15,14,39.5,1315,133,0.9855
9,15,15,13,40,1320,132,0.9851
10,14,14,15,40,1314,134,0.9844
11,15,14,14,40,1318,133,0.9833
12,15,13,15,40,1316,134,0.9815
13,12,15,15,40,1303,134,0.9809
14,13,15,14,40,1307,133,0.9799
15,14,15,15,39.5,1310,133,0.9792
16,14,15,14,39.5,1306,133,0.9792
17,14,15,13,40,1312,132,0.9788
18,15,15,15,39,1309,133,0.9784
19,13,14,15,40,1305,134,0.9781
20,15,15,13,39.5,1311,132,0.978
4096,0,0,0,40,1064,122,0.7091
,,,,,,,
Ursaring,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,19,1498,129,1
2,0,15,14,19,1499,128,0.9985
3,0,15,13,19,1496,128,0.9985
4,1,13,15,19,1500,129,0.9979
5,1,14,13,19,1498,128,0.9965
6,1,15,12,19,1499,127,0.9949
7,2,13,13,19,1499,128,0.9943
8,0,13,15,19,1493,129,0.9937
9,0,14,14,19,1495,128,0.9922
10,0,14,13,19,1491,128,0.9922
11,1,12,15,19,1495,129,0.9915
12,2,15,10,19,1498,126,0.9913
13,0,15,12,19,1493,127,0.9907
14,1,13,14,19,1496,128,0.9901
15,1,13,13,19,1493,128,0.9901
16,0,12,7,19.5,1500,126,0.9897
17,2,11,15,19,1496,129,0.9893
18,6,15,15,18.5,1500,127,0.9892
19,3,14,10,19,1500,126,0.9892
20,1,14,12,19,1494,127,0.9887
4096,14,0,0,19,1463,120,0.8981
,,,,,,,
Slugma,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,895,106,1
2,15,15,15,39.5,888,106,0.9929
3,14,15,15,40,888,106,0.9925
4,15,15,14,40,891,105,0.9906
5,15,15,13,40,888,105,0.9906
6,15,14,15,40,889,106,0.9884
7,14,15,15,39.5,881,106,0.9854
8,13,15,15,40,881,106,0.985
9,15,15,14,39.5,885,105,0.9835
10,14,15,14,40,885,105,0.9831
11,14,15,13,40,881,105,0.9831
12,15,14,15,39.5,883,106,0.9813
13,15,15,12,40,885,104,0.9811
14,14,14,15,40,883,106,0.9809
15,15,14,14,40,886,105,0.979
16,15,14,13,40,883,105,0.979
17,13,15,15,39.5,875,106,0.9779
18,12,15,15,40,874,106,0.9774
19,15,13,15,40,884,106,0.9767
20,15,15,15,39,882,105,0.9764
4096,0,0,0,40,680,94,0.6495
,,,,,,,
Magcargo,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,38.5,1498,118,1
2,0,11,15,39,1499,119,0.9961
3,0,14,15,38.5,1499,118,0.9951
4,0,14,14,38.5,1494,118,0.9951
5,1,14,15,38,1499,118,0.995
6,0,11,13,39.5,1500,118,0.9949
7,0,14,13,39,1500,117,0.9939
8,1,14,13,38.5,1500,117,0.9938
9,0,15,15,38,1492,118,0.9927
10,0,12,14,39,1498,118,0.9926
11,1,12,14,38.5,1498,118,0.9925
12,0,15,13,38.5,1493,117,0.9915
13,1,15,14,38,1498,117,0.9914
14,0,12,12,39.5,1499,117,0.9913
15,0,10,15,39,1495,119,0.9912
16,2,15,14,37.5,1497,117,0.9911
17,0,13,15,38.5,1496,118,0.9903
18,0,13,14,38.5,1491,118,0.9903
19,0,15,12,39,1499,116,0.9902
20,0,15,11,39,1494,116,0.9902
4096,0,0,0,40,1404,108,0.8672
,,,,,,,
Swinub,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,741,120,1
2,15,15,14,40,738,119,0.9917
3,14,15,15,40,733,120,0.9905
4,15,14,15,40,736,120,0.9881
5,15,15,15,39.5,735,119,0.9846
6,15,15,13,40,736,118,0.9833
7,14,15,14,40,731,119,0.9822
8,13,15,15,40,726,120,0.981
9,15,14,14,40,734,119,0.9799
10,14,14,15,40,729,120,0.9787
11,15,15,15,39,730,119,0.9775
12,15,15,14,39.5,733,118,0.9763
13,15,15,13,39.5,730,118,0.9763
14,15,13,15,40,732,120,0.9762
15,14,15,15,39.5,728,119,0.9752
16,15,15,12,40,733,117,0.975
17,14,15,13,40,729,118,0.974
18,15,14,15,39.5,731,119,0.9729
19,13,15,14,40,724,119,0.9728
20,15,14,13,40,731,118,0.9716
4096,0,0,0,40,546,108,0.6337
,,,,,,,
Piloswine,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,10,24.5,1500,155,1
2,0,14,11,24.5,1498,156,0.9999
3,0,13,13,24.5,1500,157,0.9997
4,0,12,14,24.5,1498,158,0.9994
5,1,15,15,24,1493,157,0.9977
6,2,15,14,24,1498,156,0.9968
7,2,14,15,24,1496,157,0.9966
8,3,15,12,24,1500,155,0.9958
9,3,13,15,24,1500,157,0.9955
10,0,15,9,24.5,1497,154,0.9935
11,0,15,8,24.5,1494,154,0.9935
12,0,14,10,24.5,1495,155,0.9935
13,0,13,12,24.5,1497,156,0.9933
14,0,13,11,24.5,1493,156,0.9933
15,0,12,13,24.5,1495,157,0.993
16,0,11,15,24.5,1496,158,0.9927
17,0,11,14,24.5,1493,158,0.9927
18,1,15,7,24.5,1499,153,0.9926
19,1,14,9,24.5,1500,154,0.9925
20,1,14,8,24.5,1497,154,0.9925
4096,15,3,2,23.5,1470,146,0.9016
,,,,,,,
Corsola,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1378,127,1
2,15,14,15,40,1374,127,0.9942
3,14,15,15,40,1367,127,0.9925
4,15,15,14,40,1374,126,0.9921
5,15,13,15,40,1370,127,0.9883
6,14,14,15,40,1363,127,0.9867
7,15,14,14,40,1369,126,0.9863
8,15,15,15,39.5,1368,126,0.985
9,13,15,15,40,1357,127,0.985
10,14,15,14,40,1363,126,0.9847
11,15,15,13,40,1369,125,0.9843
12,15,12,15,40,1366,127,0.9825
13,14,13,15,40,1359,127,0.9809
14,15,13,14,40,1365,126,0.9805
15,15,14,15,39.5,1364,126,0.9793
16,13,14,15,40,1353,127,0.9792
17,14,14,14,40,1359,126,0.9789
18,15,14,13,40,1365,125,0.9785
19,15,15,15,39,1358,126,0.978
20,14,15,15,39.5,1358,126,0.9776
4096,0,0,0,40,1112,115,0.7329
,,,,,,,
Remoraid,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,912,99,1
2,14,15,15,40,905,99,0.993
3,15,15,15,39.5,905,99,0.9929
4,15,15,14,40,908,98,0.9899
5,15,14,15,40,906,99,0.9881
6,13,15,15,40,899,99,0.9859
7,14,15,15,39.5,899,99,0.9859
8,14,15,14,40,902,98,0.9829
9,15,15,14,39.5,902,98,0.9828
10,14,14,15,40,900,99,0.9811
11,15,14,15,39.5,900,99,0.981
12,15,15,13,40,905,97,0.9798
13,15,15,12,40,901,97,0.9798
14,13,15,15,39.5,893,99,0.9789
15,12,15,15,40,893,99,0.9789
16,15,14,14,40,903,98,0.9781
17,15,13,15,40,901,99,0.9762
18,13,15,14,40,895,98,0.976
19,14,15,14,39.5,895,98,0.9759
20,15,15,15,39,899,98,0.9758
4096,0,0,0,40,694,87,0.6456
,,,,,,,
Octillery,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,13,24.5,1498,128,1
2,0,13,15,24.5,1496,129,0.9949
3,3,15,15,24,1497,128,0.9945
4,0,14,14,24.5,1497,128,0.9936
5,0,14,13,24.5,1493,128,0.9936
6,1,12,15,24.5,1499,129,0.9934
7,4,14,15,24,1500,128,0.9931
8,1,13,14,24.5,1500,128,0.9922
9,1,13,13,24.5,1496,128,0.9922
10,0,15,12,24.5,1494,127,0.9922
11,0,13,8,25,1499,126,0.9916
12,1,14,12,24.5,1497,127,0.9908
13,2,12,13,24.5,1498,128,0.9907
14,0,14,7,25,1500,125,0.9901
15,0,8,14,25,1498,130,0.9899
16,2,15,15,24,1490,128,0.9895
17,2,13,12,24.5,1499,127,0.9894
18,1,15,11,24.5,1498,126,0.9894
19,1,15,10,24.5,1494,126,0.9894
20,0,9,13,25,1499,129,0.9888
4096,14,0,0,24.5,1473,119,0.9
,,,,,,,
Delibird,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1094,113,1
2,14,15,15,40,1086,113,0.993
3,15,15,14,40,1090,112,0.9912
4,15,14,15,40,1089,113,0.9905
5,13,15,15,40,1079,113,0.986
6,14,15,14,40,1082,112,0.9842
7,15,15,15,39.5,1086,112,0.9841
8,14,14,15,40,1081,113,0.9835
9,15,15,13,40,1086,111,0.9823
10,15,14,14,40,1085,112,0.9817
11,15,13,15,40,1083,113,0.981
12,12,15,15,40,1071,113,0.979
13,13,15,14,40,1075,112,0.9773
14,14,15,15,39.5,1079,112,0.9772
15,15,15,15,39,1078,112,0.977
16,13,14,15,40,1073,113,0.9766
17,14,15,13,40,1079,111,0.9754
18,15,15,14,39.5,1082,111,0.9753
19,15,15,13,39.5,1078,111,0.9753
20,14,14,14,40,1077,112,0.9748
4096,0,0,0,40,858,101,0.6858
,,,,,,,
Mantine,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,27.5,1500,123,1
2,0,15,13,27.5,1495,123,1
3,0,13,15,27.5,1498,124,0.9998
4,1,13,13,27.5,1499,123,0.9984
5,0,12,10,28,1500,122,0.9973
6,0,8,13,28,1500,124,0.9967
7,0,6,14,28,1498,125,0.9961
8,0,14,14,27.5,1496,123,0.9959
9,0,14,13,27.5,1492,123,0.9959
10,0,12,15,27.5,1494,124,0.9956
11,2,15,15,27,1496,123,0.9951
12,1,14,12,27.5,1498,122,0.9944
13,1,12,14,27.5,1500,123,0.9942
14,1,12,13,27.5,1496,123,0.9942
15,1,10,15,27.5,1498,124,0.9939
16,3,15,13,27,1498,122,0.9936
17,3,13,15,27,1500,123,0.9934
18,0,15,7,28,1496,120,0.9934
19,0,13,9,28,1499,121,0.9933
20,0,11,10,28,1497,122,0.9932
4096,14,0,1,26.5,1474,112,0.9007
,,,,,,,
Skarmory,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,27.5,1500,123,1
2,0,15,13,27.5,1495,123,1
3,0,13,15,27.5,1498,124,0.9998
4,1,13,13,27.5,1499,123,0.9984
5,0,12,10,28,1500,122,0.9973
6,0,8,13,28,1500,124,0.9967
7,0,6,14,28,1498,125,0.9961
8,0,14,14,27.5,1496,123,0.9959
9,0,14,13,27.5,1492,123,0.9959
10,0,12,15,27.5,1494,124,0.9956
11,2,15,15,27,1496,123,0.9951
12,1,14,12,27.5,1498,122,0.9944
13,1,12,14,27.5,1500,123,0.9942
14,1,12,13,27.5,1496,123,0.9942
15,1,10,15,27.5,1498,124,0.9939
16,3,15,13,27,1498,122,0.9936
17,3,13,15,27,1500,123,0.9934
18,0,15,7,28,1496,120,0.9934
19,0,13,9,28,1499,121,0.9933
20,0,11,10,28,1497,122,0.9932
4096,14,0,1,26.5,1474,112,0.9007
,,,,,,,
Houndour,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1234,113,1
2,14,15,15,40,1227,113,0.994
3,15,15,14,40,1230,112,0.9912
4,15,14,15,40,1228,113,0.9898
5,13,15,15,40,1219,113,0.988
6,14,15,14,40,1223,112,0.9852
7,15,15,15,39.5,1225,112,0.9841
8,14,14,15,40,1221,113,0.9839
9,15,15,13,40,1226,111,0.9823
10,12,15,15,40,1212,113,0.982
11,15,14,14,40,1224,112,0.981
12,15,13,15,40,1222,113,0.9796
13,13,15,14,40,1215,112,0.9793
14,14,15,15,39.5,1218,112,0.9782
15,13,14,15,40,1213,113,0.9779
16,15,15,15,39,1217,112,0.977
17,14,15,13,40,1218,111,0.9764
18,11,15,15,40,1205,113,0.976
19,15,15,14,39.5,1221,111,0.9753
20,15,15,13,39.5,1217,111,0.9753
4096,0,0,0,40,978,101,0.689
,,,,,,,
Houndoom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,13,21.5,1499,120,1
2,0,14,12,21.5,1500,119,0.998
3,0,15,10,21.5,1497,118,0.9959
4,0,11,15,21.5,1497,121,0.9955
5,3,15,14,21,1497,119,0.9941
6,1,14,10,21.5,1499,118,0.994
7,0,12,14,21.5,1498,120,0.9936
8,0,12,13,21.5,1495,120,0.9936
9,1,10,15,21.5,1499,121,0.9935
10,4,14,14,21,1499,119,0.9922
11,1,15,9,21.5,1500,117,0.9918
12,1,15,8,21.5,1496,117,0.9918
13,1,11,14,21.5,1500,120,0.9917
14,1,11,13,21.5,1496,120,0.9917
15,0,13,12,21.5,1495,119,0.9917
16,4,15,13,21,1500,118,0.9901
17,4,15,12,21,1496,118,0.9901
18,2,14,8,21.5,1498,117,0.99
19,1,12,12,21.5,1497,119,0.9897
20,2,15,15,21,1495,119,0.9897
4096,15,2,3,21,1467,112,0.9045
,,,,,,,
Mega Houndoom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,14,14.5,1498,99,1
2,0,14,12,14.5,1498,98,0.9995
3,1,11,14,14.5,1500,99,0.9986
4,1,13,12,14.5,1499,98,0.9981
5,1,15,10,14.5,1499,97,0.9975
6,2,14,10,14.5,1500,97,0.9962
7,0,11,15,14.5,1499,99,0.9951
8,0,11,14,14.5,1495,99,0.9951
9,0,13,13,14.5,1498,98,0.9947
10,0,13,12,14.5,1494,98,0.9947
11,0,15,11,14.5,1498,97,0.9941
12,0,15,10,14.5,1494,97,0.9941
13,1,10,15,14.5,1500,99,0.9937
14,1,10,14,14.5,1496,99,0.9937
15,1,12,13,14.5,1500,98,0.9933
16,1,12,12,14.5,1496,98,0.9933
17,1,14,11,14.5,1499,97,0.9927
18,1,14,10,14.5,1495,97,0.9927
19,2,9,14,14.5,1498,99,0.9923
20,2,11,12,14.5,1497,98,0.9919
4096,15,4,3,14,1449,91,0.8973
,,,,,,,
Kingdra,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,13,21.5,1498,120,1
2,0,13,15,21.5,1499,121,0.9987
3,1,13,13,21.5,1499,120,0.9955
4,0,14,14,21.5,1498,120,0.9952
5,0,14,13,21.5,1495,120,0.9952
6,1,11,15,21.5,1499,121,0.9941
7,0,12,15,21.5,1495,121,0.9939
8,1,14,12,21.5,1498,119,0.992
9,0,15,12,21.5,1494,119,0.9917
10,2,11,13,21.5,1499,120,0.991
11,1,12,14,21.5,1499,120,0.9907
12,1,12,13,21.5,1495,120,0.9907
13,0,5,14,22,1500,122,0.9906
14,0,10,9,22,1499,119,0.9905
15,0,13,14,21.5,1495,120,0.9904
16,0,13,13,21.5,1491,120,0.9904
17,2,9,15,21.5,1499,121,0.9895
18,1,10,15,21.5,1495,121,0.9893
19,0,11,15,21.5,1491,121,0.989
20,0,8,11,22,1499,120,0.989
4096,15,0,0,21,1467,110,0.8954
,,,,,,,
Phanpy,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1206,175,1
2,15,15,14,40,1204,174,0.9943
3,14,15,15,40,1196,175,0.9918
4,15,14,15,40,1201,175,0.9912
5,15,15,13,40,1201,173,0.9886
6,15,15,12,40,1198,173,0.9886
7,15,15,15,39.5,1198,174,0.9872
8,15,15,14,39.5,1195,174,0.9872
9,14,15,14,40,1194,174,0.9861
10,15,14,14,40,1198,174,0.9855
11,13,15,15,40,1187,175,0.9836
12,14,14,15,40,1191,175,0.983
13,15,15,11,40,1195,172,0.9829
14,15,13,15,40,1196,175,0.9823
15,15,15,13,39.5,1192,173,0.9815
16,14,15,13,40,1191,173,0.9805
17,14,15,12,40,1188,173,0.9805
18,15,15,15,39,1189,174,0.9801
19,15,14,13,40,1196,173,0.9798
20,15,14,12,40,1193,173,0.9798
4096,0,0,0,40,951,163,0.7085
,,,,,,,
Donphan,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,8,19,1500,125,1
2,1,15,15,18.5,1495,127,0.9989
3,2,14,15,18.5,1498,127,0.9985
4,0,9,13,19,1498,128,0.9983
5,0,12,10,19,1500,126,0.9979
6,0,15,6,19,1497,124,0.997
7,1,14,6,19,1500,124,0.9966
8,0,7,15,19,1497,129,0.9957
9,2,15,14,18.5,1499,126,0.9956
10,2,15,13,18.5,1495,126,0.9956
11,0,10,12,19,1499,127,0.9956
12,3,14,13,18.5,1498,126,0.9952
13,0,13,9,19,1500,125,0.995
14,0,13,8,19,1497,125,0.995
15,1,12,8,19,1500,125,0.9946
16,0,15,15,18.5,1488,127,0.9942
17,1,14,15,18.5,1491,127,0.9939
18,2,13,15,18.5,1495,127,0.9935
19,0,8,14,19,1498,128,0.9931
20,0,8,13,19,1495,128,0.9931
4096,15,5,1,18,1462,117,0.906
,,,,,,,
Porygon2,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,15,21,1500,130,1
2,0,13,14,21,1500,129,0.9975
3,0,13,13,21,1497,129,0.9975
4,1,12,13,21,1500,129,0.9973
5,0,14,12,21,1497,128,0.9949
6,0,11,15,21,1496,130,0.9948
7,1,10,15,21,1500,130,0.9946
8,0,12,14,21,1496,129,0.9923
9,0,12,13,21,1493,129,0.9923
10,0,15,11,21,1497,127,0.9922
11,0,15,10,21,1494,127,0.9922
12,1,11,14,21,1500,129,0.9921
13,1,11,13,21,1497,129,0.9921
14,1,14,10,21,1497,127,0.9921
15,2,10,13,21,1500,129,0.9919
16,3,15,15,20.5,1498,128,0.991
17,3,15,14,20.5,1494,128,0.991
18,4,14,14,20.5,1498,128,0.9908
19,0,13,12,21,1493,128,0.9897
20,1,12,12,21,1497,128,0.9896
4096,15,0,0,20.5,1470,119,0.9012
,,,,,,,
Stantler,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,11,15,26.5,1499,132,1
2,0,12,14,26.5,1500,131,0.9994
3,1,15,15,26,1499,130,0.9987
4,1,15,14,26,1495,130,0.9987
5,0,14,11,26.5,1499,129,0.9979
6,0,15,10,26.5,1500,128,0.997
7,2,14,14,26,1497,130,0.997
8,2,15,13,26,1499,129,0.9961
9,3,13,14,26,1500,130,0.9952
10,1,15,8,26.5,1500,127,0.9944
11,3,15,11,26,1498,128,0.9935
12,0,15,15,26,1491,130,0.9935
13,0,15,14,26,1487,130,0.9935
14,0,10,15,26.5,1493,132,0.993
15,0,11,14,26.5,1495,131,0.9924
16,5,15,15,25.5,1500,129,0.9921
17,1,14,15,26,1494,130,0.9918
18,1,14,14,26,1490,130,0.9918
19,0,12,13,26.5,1496,130,0.9918
20,1,9,15,26.5,1496,132,0.9911
4096,15,2,0,26,1473,120,0.9007
,,,,,,,
Smeargle,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,431,127,1
2,15,15,14,40,430,126,0.9921
3,15,14,15,40,429,127,0.9898
4,15,15,15,39.5,428,126,0.985
5,15,15,13,40,428,125,0.9843
6,15,14,14,40,427,126,0.982
7,14,15,15,40,423,127,0.9818
8,15,13,15,40,427,127,0.9796
9,15,15,15,39,425,126,0.978
10,15,15,14,39.5,427,125,0.9772
11,15,15,13,39.5,425,125,0.9772
12,15,15,12,40,427,124,0.9764
13,15,15,11,40,426,124,0.9764
14,15,14,15,39.5,426,126,0.975
15,15,14,13,40,426,125,0.9742
16,14,15,14,40,422,126,0.9741
17,15,13,14,40,425,126,0.9719
18,14,14,15,40,421,127,0.9718
19,15,15,14,39,424,125,0.9702
20,15,15,12,39.5,424,124,0.9694
4096,0,0,0,40,275,115,0.5578
,,,,,,,
Tyrogue,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,492,99,1
2,15,15,15,39.5,488,99,0.9929
3,15,15,14,40,490,98,0.9899
4,15,14,15,40,489,99,0.9873
5,14,15,15,40,486,99,0.9873
6,15,15,14,39.5,486,98,0.9828
7,15,14,15,39.5,485,99,0.9803
8,14,15,15,39.5,482,99,0.9803
9,15,15,13,40,488,97,0.9798
10,15,15,12,40,486,97,0.9798
11,15,14,14,40,487,98,0.9774
12,14,15,14,40,484,98,0.9774
13,15,15,15,39,485,98,0.9758
14,15,15,14,39,483,98,0.9758
15,14,14,15,40,482,99,0.9748
16,15,13,15,40,486,99,0.9747
17,13,15,15,40,479,99,0.9747
18,15,15,13,39.5,484,97,0.9728
19,15,14,14,39.5,483,98,0.9704
20,14,15,14,39.5,480,98,0.9704
4096,0,0,0,40,336,87,0.5768
,,,,,,,
Hitmontop,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,26.5,1499,104,1
2,1,14,13,26.5,1498,103,0.9961
3,0,9,13,27,1500,104,0.9958
4,0,13,15,26.5,1496,104,0.9955
5,0,15,14,26.5,1497,103,0.9949
6,0,15,13,26.5,1492,103,0.9949
7,0,13,10,27,1499,102,0.9948
8,0,15,9,27,1500,101,0.994
9,3,15,15,26,1500,103,0.993
10,2,12,13,26.5,1499,103,0.9928
11,1,11,15,26.5,1497,104,0.9921
12,1,13,14,26.5,1499,103,0.9916
13,1,13,13,26.5,1494,103,0.9916
14,0,6,15,27,1499,105,0.9914
15,1,11,10,27,1500,102,0.9914
16,0,8,13,27,1496,104,0.9912
17,0,12,15,26.5,1492,104,0.991
18,1,15,12,26.5,1496,102,0.9909
19,0,10,12,27,1498,103,0.9908
20,0,14,14,26.5,1494,103,0.9904
4096,15,2,0,26,1476,93,0.9017
,,,,,,,
Smoochum,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1291,113,1
2,14,15,15,40,1284,113,0.994
3,15,15,14,40,1287,112,0.9912
4,15,14,15,40,1285,113,0.9906
5,13,15,15,40,1276,113,0.9881
6,14,15,14,40,1279,112,0.9853
7,14,14,15,40,1278,113,0.9847
8,15,15,15,39.5,1282,112,0.9841
9,15,15,13,40,1282,111,0.9823
10,12,15,15,40,1268,113,0.9821
11,15,14,14,40,1281,112,0.9818
12,15,13,15,40,1279,113,0.9811
13,13,15,14,40,1272,112,0.9794
14,13,14,15,40,1270,113,0.9788
15,14,15,15,39.5,1274,112,0.9782
16,15,15,15,39,1273,112,0.977
17,14,15,13,40,1275,111,0.9765
18,11,15,15,40,1261,113,0.9762
19,14,14,14,40,1273,112,0.976
20,14,13,15,40,1271,113,0.9753
4096,0,0,0,40,1031,101,0.6988
,,,,,,,
Elekid,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1206,113,1
2,14,15,15,40,1198,113,0.9933
3,15,14,15,40,1201,113,0.9914
4,15,15,14,40,1202,112,0.9912
5,13,15,15,40,1190,113,0.9867
6,14,14,15,40,1193,113,0.9848
7,14,15,14,40,1194,112,0.9845
8,15,15,15,39.5,1198,112,0.9841
9,15,13,15,40,1196,113,0.9828
10,15,14,14,40,1197,112,0.9826
11,15,15,13,40,1198,111,0.9823
12,12,15,15,40,1182,113,0.98
13,13,14,15,40,1185,113,0.9782
14,13,15,14,40,1186,112,0.9779
15,14,15,15,39.5,1190,112,0.9775
16,15,15,15,39,1189,112,0.977
17,14,13,15,40,1188,113,0.9762
18,14,14,14,40,1189,112,0.9761
19,14,15,13,40,1190,111,0.9758
20,15,14,15,39.5,1192,112,0.9756
4096,0,0,0,40,958,101,0.7004
,,,,,,,
Magby,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1323,113,1
2,14,15,15,40,1315,113,0.994
3,15,14,15,40,1317,113,0.9912
4,15,15,14,40,1319,112,0.9912
5,13,15,15,40,1307,113,0.988
6,14,14,15,40,1310,113,0.9853
7,14,15,14,40,1311,112,0.9852
8,15,15,15,39.5,1314,112,0.9841
9,15,14,14,40,1313,112,0.9825
10,15,13,15,40,1312,113,0.9825
11,15,15,13,40,1314,111,0.9823
12,12,15,15,40,1299,113,0.9819
13,13,14,15,40,1302,113,0.9793
14,13,15,14,40,1303,112,0.9792
15,14,15,15,39.5,1306,112,0.9781
16,15,15,15,39,1304,112,0.977
17,14,13,15,40,1304,113,0.9765
18,14,14,14,40,1305,112,0.9765
19,14,15,13,40,1306,111,0.9764
20,11,15,15,40,1291,113,0.9759
4096,0,0,0,40,1061,101,0.7061
,,,,,,,
Miltank,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,24.5,1500,152,1
2,0,14,14,24.5,1497,152,1
3,0,15,13,24.5,1498,151,0.9982
4,1,12,14,24.5,1499,152,0.9966
5,0,13,15,24.5,1497,152,0.9952
6,0,13,14,24.5,1494,152,0.9952
7,1,13,13,24.5,1500,151,0.9949
8,0,14,13,24.5,1494,151,0.9934
9,1,14,12,24.5,1500,150,0.9931
10,1,14,11,24.5,1497,150,0.9931
11,0,11,9,25,1500,150,0.9924
12,1,11,15,24.5,1499,152,0.9918
13,1,11,14,24.5,1496,152,0.9918
14,3,14,15,24,1498,151,0.9918
15,0,15,12,24.5,1494,150,0.9916
16,0,15,11,24.5,1491,150,0.9916
17,1,15,10,24.5,1497,149,0.9913
18,2,15,8,24.5,1500,148,0.9909
19,0,8,12,25,1499,152,0.9908
20,0,12,8,25,1500,149,0.9906
4096,15,0,0,23.5,1472,139,0.896
,,,,,,,
Blissey,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,11,15,21.5,1500,316,1
2,0,15,3,21.5,1499,309,0.9996
3,0,12,12,21.5,1500,314,0.9992
4,0,12,11,21.5,1499,314,0.9992
5,0,13,9,21.5,1500,312,0.9983
6,0,13,8,21.5,1498,312,0.9983
